timestamp_ms,ax_g,ay_g,az_g
9823,-0.027,-0.323,0.685
9833,-0.024,-0.326,0.656
9843,-0.001,-0.313,0.67
9853,0.051,-0.296,0.717
9863,0.116,-0.274,0.761
9873,0.166,-0.241,0.777
9883,0.191,-0.189,0.755
9893,0.178,-0.135,0.716
9903,0.149,-0.122,0.722
9913,0.133,-0.144,0.725
9923,0.164,-0.186,0.711
9933,0.217,-0.209,0.707
9943,0.28,-0.207,0.697
9953,0.312,-0.176,0.662
9963,0.299,-0.132,0.621
9973,0.245,-0.085,0.597
9983,0.17,-0.054,0.579
9993,0.142,-0.049,0.636
10003,0.186,-0.072,0.736
10013,0.28,-0.1,0.807
10023,0.363,-0.098,0.82
10033,0.397,-0.05,0.787
10043,0.382,0.024,0.72
10053,0.355,0.082,0.684
10063,0.358,0.089,0.735
10073,0.386,0.053,0.837
10083,0.411,0.019,0.927
10093,0.44,0.017,0.957
10103,0.457,0.054,0.974
10113,0.461,0.113,0.983
10123,0.456,0.136,0.977
10133,0.469,0.106,0.959
10143,0.489,0.026,0.956
10153,0.515,-0.067,0.983
